2019-03-26T13:00:23,C,357,357
2019-03-26T13:10:24,C,357,355
2019-03-26T13:20:54,C,357,356
2019-03-26T13:30:55,C,357,356
2019-03-26T13:39:54,C,357,355
2019-03-26T13:49:55,C,357,353
2019-03-26T14:00:25,C,357,353
2019-03-26T14:10:25,C,357,350
2019-03-26T14:20:26,C,357,350
2019-03-26T14:30:56,C,357,352
2019-03-26T14:40:56,C,357,352
2019-03-26T14:50:56,C,357,351
2019-03-26T14:59:56,C,357,350
2019-03-26T15:11:27,C,357,347
2019-03-26T15:20:28,C,357,348
2019-03-26T15:31:28,C,357,347
2019-03-26T15:40:28,C,357,345
2019-03-26T15:51:58,C,357,342
2019-03-26T15:59:58,C,357,342
2019-03-26T16:09:59,C,357,346
2019-03-26T16:20:59,C,357,345
2019-03-26T16:31:29,C,357,347
2019-03-26T16:41:30,C,357,349
2019-03-26T16:51:30,C,357,348
2019-03-26T17:02:01,C,357,347
2019-03-26T17:11:00,C,357,349
2019-03-26T17:21:01,C,357,347
2019-03-26T17:31:01,C,357,344
2019-03-26T17:41:31,C,357,344
2019-03-26T17:51:32,C,357,345
2019-03-26T18:13:02,C,357,342
2019-03-26T18:32:03,C,357,339
2019-03-26T18:42:03,C,357,338
2019-03-26T18:52:33,C,357,336
2019-03-26T19:02:37,C,357,334
2019-03-26T19:13:34,C,357,332
2019-03-26T19:23:05,C,357,330
2019-03-26T19:33:05,C,357,328
2019-03-26T19:42:05,C,357,329
2019-03-26T19:53:05,C,357,326
2019-03-26T20:02:36,C,357,323
2019-03-26T20:13:36,C,357,322
2019-03-26T20:22:36,C,357,317
2019-03-26T20:33:36,C,357,316
2019-03-26T20:43:06,C,357,315
2019-03-26T20:53:07,C,357,313
2019-03-26T21:03:07,C,357,314
2019-03-26T21:13:38,C,357,312
2019-03-26T21:22:39,C,357,308
2019-03-26T21:33:39,C,357,308
2019-03-26T21:43:38,C,357,309
2019-03-26T21:53:08,C,357,304
2019-03-26T22:02:09,C,357,303
2019-03-26T22:13:09,C,357,299
2019-03-26T22:23:11,C,357,296
2019-03-26T22:33:40,C,357,294
2019-03-26T22:43:41,C,357,291
2019-03-26T22:53:40,C,357,287
2019-03-26T23:03:11,C,357,285
2019-03-26T23:14:11,C,357,284
2019-03-26T23:24:11,C,357,283
2019-03-26T23:34:12,C,357,283
2019-03-26T23:44:42,C,357,283
2019-03-26T23:54:42,C,357,283
2019-03-27T00:04:43,C,357,281
2019-03-27T00:13:42,C,357,279
2019-03-27T00:23:14,C,357,279
2019-03-27T00:30:13,C,357,279
2019-03-27T00:43:14,C,357,277
2019-03-27T00:54:44,C,357,277
2019-03-27T01:04:44,C,357,277
2019-03-27T01:14:44,C,357,277
2019-03-27T01:24:44,C,357,276
2019-03-27T01:35:16,C,357,276
2019-03-27T01:44:15,C,357,275
2019-03-27T01:54:15,C,357,275
2019-03-27T02:04:16,C,357,275
2019-03-27T02:14:46,C,357,275
2019-03-27T02:24:46,C,357,274
2019-03-27T02:34:47,C,357,274
2019-03-27T02:44:47,C,357,274
2019-03-27T02:55:17,C,357,273
2019-03-27T03:15:18,C,357,273
2019-03-27T03:25:48,C,357,273
2019-03-27T03:34:48,C,357,273
2019-03-27T03:45:49,C,357,273
2019-03-27T03:55:49,C,357,273
2019-03-27T04:05:19,C,357,357
2019-03-27T04:14:19,C,357,357
2019-03-27T04:24:20,C,357,357
2019-03-27T04:35:20,C,357,357
2019-03-27T04:44:51,C,357,357
2019-03-27T04:55:51,C,357,357
2019-03-27T05:06:08,C,357,357
2019-03-27T05:16:07,C,357,357
2019-03-27T05:25:08,C,357,357
2019-03-27T05:35:08,C,357,357
2019-03-27T05:45:38,C,357,357
2019-03-27T05:55:39,C,357,357
2019-03-27T06:05:39,C,357,357
2019-03-27T06:16:09,C,357,357
2019-03-27T06:26:10,C,357,357
2019-03-27T06:35:10,C,357,357
2019-03-27T06:45:10,C,357,357
2019-03-27T06:55:40,C,357,357
2019-03-27T07:05:41,C,357,357
2019-03-27T07:16:42,C,357,356
2019-03-27T07:25:42,C,357,357
2019-03-27T07:35:13,C,357,357
2019-03-27T07:45:12,C,357,356
2019-03-27T07:55:14,C,357,356
2019-03-27T08:06:43,C,357,357
2019-03-27T08:15:45,C,357,357
2019-03-27T08:25:44,C,357,357
2019-03-27T08:35:44,C,357,357
2019-03-27T08:45:15,C,357,356
2019-03-27T08:55:16,C,357,356
2019-03-27T09:06:15,C,357,356
2019-03-27T09:16:45,C,357,357
2019-03-27T09:25:45,C,357,357
2019-03-27T09:36:46,C,357,357
2019-03-27T09:45:47,C,357,357
2019-03-27T09:56:16,C,357,355
2019-03-27T10:06:16,C,357,357
2019-03-27T10:16:17,C,357,355
2019-03-27T10:26:49,C,357,357
2019-03-27T10:35:47,C,357,357
2019-03-27T10:46:48,C,357,355
2019-03-27T10:56:48,C,357,354
2019-03-27T11:06:18,C,357,355
2019-03-27T11:16:18,C,357,355
2019-03-27T11:26:18,C,357,357
2019-03-27T11:36:19,C,357,357
2019-03-27T11:46:49,C,357,357
2019-03-27T11:57:50,C,357,356
2019-03-27T12:06:50,C,357,357
2019-03-27T12:17:20,C,357,354
2019-03-27T12:27:21,C,357,354
2019-03-27T12:36:21,C,357,349
2019-03-27T12:47:24,C,357,351
2019-03-27T12:56:52,C,357,351
2019-03-27T13:07:51,C,357,351
2019-03-27T13:16:51,C,357,351
2019-03-27T13:26:52,C,357,351
2019-03-27T13:36:22,C,357,351
2019-03-27T13:47:22,C,357,354
2019-03-27T13:56:22,C,357,354
2019-03-27T14:07:26,C,357,356
2019-03-27T14:16:53,C,357,355
2019-03-27T14:27:53,C,357,356
2019-03-27T14:37:54,C,357,354
2019-03-27T14:47:24,C,357,353
2019-03-27T14:56:24,C,357,352
2019-03-27T15:07:25,C,357,351
2019-03-27T15:17:25,C,357,352
2019-03-27T15:26:55,C,357,351
2019-03-27T15:37:55,C,357,350
2019-03-27T15:47:55,C,357,349
2019-03-27T15:56:56,C,357,349
2019-03-27T16:07:26,C,357,347
2019-03-27T16:17:27,C,357,347
2019-03-27T16:28:27,C,357,346
2019-03-27T16:38:28,C,357,345
2019-03-27T16:48:57,C,357,344
2019-03-27T16:58:58,C,357,344
2019-03-27T17:07:58,C,357,345
2019-03-27T17:18:28,C,357,344
2019-03-27T17:27:28,C,357,342
2019-03-27T17:38:29,C,357,338
2019-03-27T17:47:29,C,357,335
2019-03-27T17:58:00,C,357,331
2019-03-27T18:09:00,C,357,330
2019-03-27T18:17:00,C,357,330
2019-03-27T18:27:00,C,357,334
2019-03-27T18:37:31,C,357,329
2019-03-27T18:48:31,C,357,326
2019-03-27T18:58:31,C,357,321
2019-03-27T19:09:01,C,357,321
2019-03-27T19:19:03,C,357,321
2019-03-27T19:28:02,C,357,321
2019-03-27T19:38:02,C,357,321
2019-03-27T19:48:33,C,357,319
2019-03-27T19:58:33,C,357,320
2019-03-27T20:08:33,C,357,319
2019-03-27T20:20:04,C,357,321
2019-03-27T20:29:06,C,357,319
